id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1707851509,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Jewish Family and Childrens Services - Squirrel Hill Community Food Pantry,Administration/Sub-Award,3500,Planned,,Non-Asset,2017,2017-02-08,f,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43622728,-79.92373157
279892637,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,SLB Radio Productions,Administration/Sub-Award,8000,Planned,,Non-Asset,2017,2017-02-08,f,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45266718,-80.00673531
442921157,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Hazelwood Initiative,Administration/Sub-Award,15000,Planned,,Non-Asset,2017,2017-02-08,f,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40643414,-79.94266699
325570794,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Rebuilding Together Pittsburgh,Administration/Sub-Award,30000,Planned,,Non-Asset,2017,2017-02-08,f,Homewood South,9,13,42003130400,2,13,5,3-17,40.44961865,-79.88901163
1985413396,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Community Human Services,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,f,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43756,-79.953521
1650204036,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Lower Bloomfield Unity Council,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,f,Bloomfield,7,8,42003080200,2,8,5,3-1,40.46043,-79.949541
1410397358,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Project,Administration/Sub-Award,2500,Planned,,Non-Asset,2017,2017-02-08,f,Perry South,6,26,42003261500,1,26,1,1-23,40.47045,-80.013791
524382614,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Bloomfield Garfield Corporation,Administration/Sub-Award,5000,Planned,,Non-Asset,2017,2017-02-08,f,Garfield,9,10,42003101700,2,10,5,3-23,40.46488,-79.940971
325898127,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Catholic Youth Association of Pittsburgh (Senior Center),Administration/Sub-Award,5000,In Progress,,Non-Asset,2018,2018-02-08,f,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45564618,-79.96920081
702833766,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Shepherd Wellness Center,Administration/Sub-Award,5000,Planned,,Non-Asset,2017,2017-02-08,f,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45960985,-79.94740608
1502385020,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Union Project,Administration/Sub-Award,5000,Planned,,Non-Asset,2017,2017-02-08,f,Highland Park,7,11,42003110200,2,11,5,3-9,40.47189274,-79.92646752
868580857,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Western Pennsylvania Conservancy,Administration/Sub-Award,5000,Planned,,Non-Asset,2017,2017-02-08,f,Troy Hill,1,24,42003240600,6,24,1,1-1,40.46443867,-79.9769306
1884392059,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Friendship Community Group,Administration/Sub-Award,7500,Planned,,Non-Asset,2017,2017-02-08,f,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46244245,-79.9445909
517234150,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Lawrenceville Corporation,Administration/Sub-Award,15000,Planned,,Non-Asset,2017,2017-02-08,f,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.47256001,-79.96375526
740358061,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Lawrenceville United,Administration/Sub-Award,15000,Planned,,Non-Asset,2017,2017-02-08,f,Central Lawrenceville,7,9,42003090100,2,9,2,3-5,40.47704053,-79.95718418
339535391,MAJOR DEVELOPMENTS,Acquisition - Larimer School,Neighborhood and Community Development,100000,In Progress,,Non-Asset,2018,2018-02-08,f,Larimer,9,12,42003120400,2,12,5,3-12,40.46545467,-79.91276936
1634559501,FACILITY IMPROVEMENTS,Fire Station 28 - Roof Replacement,Facility Improvement,300000,Completed,Firehouse 28,Roofing System,2017,2017-08-01,f,Beechview,4,19,42003191600,5,19,6,4-28,40.41312585,-80.02517762
1633549294,FACILITY IMPROVEMENTS,Fire Station 13 - Roof Replacement,Facility Improvement,200000,Completed,Firehouse 13,Roofing System,2017,2017-02-08,f,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41012612,-79.94227362
1938294584,FACILITY IMPROVEMENTS,Medic 8 - Roof Replacement,Facility Improvement,125000,Completed,Medic 08 Asphalt Shingle,Roofing System,2017,2017-02-08,f,Allentown,3,18,42003180300,5,18,3,4-21,40.42025045,-79.99500521
1610380231,FACILITY IMPROVEMENTS,Fire Station 6 - Roof Replacement,Facility Improvement,250000,Completed,Firehouse 06,Roofing System,2017,2017-02-08,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,40.4648831,-79.95814144
1950145696,FACILITY IMPROVEMENTS,"Fire Station 26 - Roof Replacement, Interior Renovations",Facility Improvement,300000,Completed,Firehouse 26,Roofing System,2017,2017-03-27,f,Brookline,4,19,42003191800,5,19,6,4-26,40.39478237,-80.02185025
862962060,RECREATION AND SENIOR CENTERS,Brighton Heights - Roof,Facility Improvement,50000,Planned,B600 - Brighton Heights Senior Center Roof,Roofing System,2017,2017-02-08,f,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47926901,-80.03578392
909184333,BRIDGE REPAIRS,Columbus Ave Bridge wall repair,Engineering and Construction,50000,Planned,Manchester Park 1,Sidewalk,2017,2017-02-08,f,Manchester,6,21,42003210700,1,21,1,1-8,40.45835404,-80.02503256
247307022,PARK RECONSTRUCTION,Sidewalk  Repair - Armstrong Park,Facility Improvement,7500,Planned,Armstrong Park,Sidewalk,2017,2017-02-08,f,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42806308,-79.9858565
1959071253,PARK RECONSTRUCTION,Sidewalk  Repair - McKinley Park,Facility Improvement,5000,Planned,Delmont Ave from Michigan St to Amesbury St,Sidewalk,2017,2017-02-08,f,Beltzhoover,4,18,42003562400,5,18,3,4-16,40.41495709,-80.00382162
166060304,PARK RECONSTRUCTION,Sidewalk  Repair - Baxter,Facility Improvement,26000,Planned,Baxter Park,Sidewalk,2017,2017-02-08,f,Homewood North,9,13,42003130200,2,13,5,3-17,40.45608842,-79.88928567
1382632327,PARK RECONSTRUCTION,Sidewalk Repair - Brighton Heights,Facility Improvement,10000,Planned,Brighton Heights Park 1,Sidewalk,2017,2017-02-08,f,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48717632,-80.03144636
1834771191,PARK RECONSTRUCTION,Sidewalk  Repair - Legion,Facility Improvement,5000,Planned,Legion Memorial Park,Sidewalk,2017,2017-02-08,f,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48194059,-80.03465037
1797061367,PARK RECONSTRUCTION,Sidewalk  Repair - McCandless Park,Facility Improvement,6000,Planned,McCandless Park,Sidewalk,2017,2017-02-08,f,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48078639,-79.95260101
153276188,PARK RECONSTRUCTION,Sidewalk  Repair - Chartiers,Facility Improvement,50000,Completed,Chartiers Park,Sidewalk,2017,2017-02-08,f,Windgap,2,28,42003563000,5,28,6,1-16,40.45718218,-80.07422147
316110855,PARK RECONSTRUCTION,Sidewalk  Repair - Troy Hill Citizen's Park,Facility Improvement,5000,Canceled,Troy Hill Citizen's Park,Sidewalk,2017,2017-02-08,f,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46321886,-79.98375534
2033384131,PARK RECONSTRUCTION,Sidewalk  Repair - Mellon Park,Facility Improvement,25000,Completed,Mellon Park 1,Sidewalk,2017,2017-02-08,f,Point Breeze,8,14,42003140400,3,14,4,2-17,40.45235866,-79.91830606
631727297,PARK RECONSTRUCTION,Sidewalk  Repair - Lewis Park,Facility Improvement,14000,Planned,Lewis Park,Sidewalk,2017,2017-02-08,f,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41290176,-79.94480785
1291881316,PARK RECONSTRUCTION,Sidewalk  Repair - Burgwin Park,Facility Improvement,43000,Planned,Burgwin Park,Sidewalk,2017,2017-02-08,f,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40502883,-79.93679996
1039507612,PARK RECONSTRUCTION,Naturalization - Lawn & Ophelia,Facility Improvement,85000,Planned,Lawn and Ophelia Park,Sidewalk,2017,2017-02-08,f,South Oakland,6,4,42003040900,3,4,4,2-10,40.43541798,-79.96532733
1603171534,PARK RECONSTRUCTION,Sidewalk  Repair - Robert E. Williams,Facility Improvement,20000,Planned,Robert E. Williams Park,Sidewalk,2017,2017-02-08,f,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45453674,-79.96005889
724061875,PARK RECONSTRUCTION,Sidewalk  Repair - Allegheny Commons Park,Facility Improvement,13000,Planned,W North Ave from Brighton Rd to Arch St,Sidewalk,2017,2017-02-08,f,Allegheny Center,1,22,42003562700,1,22,1,1-21,40.4544671,-80.01153001
2121246508,PARK RECONSTRUCTION,Sidewalk  Repair - Osceola Park,Facility Improvement,5000,Planned,Osceola Park,Sidewalk,2017,2017-02-08,f,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45671579,-79.94243405
1875168517,PARK RECONSTRUCTION,Sidewalk  Repair - Marmaduke,Facility Improvement,10000,Planned,Marmaduke Park,Sidewalk,2017,2017-02-08,f,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48469399,-80.04234086
1768521605,PARK RECONSTRUCTION,Sidewalk  Repair - McKnight,Facility Improvement,10000,Planned,McKnight Park,Sidewalk,2017,2017-02-08,f,Manchester,6,21,42003210700,1,21,1,1-8,40.45200025,-80.02300794
82939880,PARK RECONSTRUCTION,Sidewalk  Repair - Phillips Park,Facility Improvement,5000,Planned,Phillips Park,Sidewalk,2017,2017-02-08,f,Carrick,4,29,42003290400,3,29,3,4-23,40.39079588,-79.99036625
83776626,PARK RECONSTRUCTION,Sidewalk  Repair - Moore Park,Facility Improvement,48000,Completed,Moore Park 1,Sidewalk,2017,2017-02-08,f,Brookline,4,19,42003191700,5,19,6,4-26,40.40539608,-80.01502789
683373708,PARK RECONSTRUCTION,Sidewalk  Repair - Stratmore,Facility Improvement,32000,Canceled,Startmore Park 1,Sidewalk,2017,2017-02-08,f,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43934561,-80.05593571
784101184,PARK RECONSTRUCTION,Sidewalk  Repair - Gladstone Park,Facility Improvement,9000,Planned,Gladstone Park,Sidewalk,2017,2017-02-08,f,Hazelwood,5,15,42003562300,3,15,4,2-12,40.41530397,-79.93890509
1141647367,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Grandview Avenue Sidewalk and Curb Repair,Engineering and Construction,200000,Planned,Grandview Overlook,Sidewalk,2017,2017-02-08,f,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43325756,-80.00924406
1709604652,BIKE INFRASTRUCTURE,Bike Lanes - 18th Street,Engineering and Construction,110000,Planned,,Non-Asset,2017,2017-03-01,f,South Side Slopes,3,17,42003160800,3,17,3,4-3,40.42239981,-79.97831977
1543255831,BIKE INFRASTRUCTURE,Bike Lanes - Ellsworth Avenue,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-03-01,f,Shadyside,8,7,42003070300,2,7,4,3-22,40.45275109,-79.9366742
631011957,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Allegheny Commons Park Arch Street,Facility Improvement,91687.5,Completed,Allegheny Commons Basketball Court 1,Court,2017,2017-03-01,f,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45443824,-80.00809714
838094499,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Allegheny Commons Park Arch Street,Facility Improvement,15600,Planned,,Non-Asset,2017,2017-03-01,f,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45444232,-80.0081025
202348059,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Cowley,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45856902,-79.98862433
386400459,SPORT FACILITY IMPROVEMENTS,Court Activation Button - McBride Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.36980981,-79.90774667
1085701691,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Moore Park,Facility Improvement,10400,In Progress,,Non-Asset,2018,2018-02-08,f,Brookline,4,19,42003191700,5,19,6,4-26,40.40479552,-80.01471154
222267082,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat  - Moore Park,Facility Improvement,90000,Completed,Moore Park Basketball Court 1,Court,2017,2017-03-01,f,Brookline,4,19,42003191700,5,19,6,4-26,40.40504796,-80.01467302
243194608,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Ormsby Park,Facility Improvement,41250,Planned,Ormsby Park Basketball Court 1,Court,2017,2017-03-01,f,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42948518,-79.97385168
1335337082,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Fort Pitt Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Garfield,9,10,42003101600,2,10,5,3-4,40.47029436,-79.94172427
652658627,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Allegheny Commons West Park Tennis,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45215601,-80.01218168
1566874763,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Enright Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,East Liberty,9,8,42003111500,2,8,5,3-23,40.4617041,-79.929836
1993744611,SPORT FACILITY IMPROVEMENTS,Court Activation Button - McKinley Park,Facility Improvement,5200,In Progress,,Non-Asset,2018,2018-02-08,f,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41231249,-80.00166556
1521522321,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Fairywood Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Fairywood,2,28,42003563000,5,28,6,1-16,40.4490667,-80.07986805
609954304,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Arsenal Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.4668547,-79.96213835
535303304,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Manchester Playground,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Manchester,6,21,42003210700,1,21,1,1-8,40.45876577,-80.02535307
1373890833,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Niagara Park,Facility Improvement,49500,Planned,Niagara Park Basketball Court 1,Court,2017,2017-03-01,f,South Oakland,3,4,42003040900,3,4,4,2-10,40.43478899,-79.96015686
140033125,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat - Frazier Park,Facility Improvement,26125,Planned,Frazier Park Basketball Court 1,Court,2017,2017-03-01,f,South Oakland,3,4,42003040900,3,4,4,2-11,40.42904966,-79.95421776
1380308814,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Arlington Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41794585,-79.97489223
963264725,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Herschel Park,Facility Improvement,10400,Completed,,Non-Asset,2017,2017-03-01,f,Elliott,2,20,42003562600,5,20,6,1-17,40.439923,-80.04377136
1616174703,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Lewis Playground,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-01,f,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41293074,-79.94487953
571300353,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Magee Playground,Facility Improvement,5200,In Progress,,Non-Asset,2018,2018-02-08,f,Greenfield,5,15,42003151700,3,15,4,2-15,40.42477179,-79.93740062
1917378136,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Granville Park,Facility Improvement,23156.25,In Progress,Granville Park Basketball Court 1,Court,2018,2018-09-26,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4442639,-79.98287361
1230345016,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Robert E Williams Park,Facility Improvement,10968.75,In Progress,Robert E. Williams Park Basketball Court 1 Herron,Court,2018,2018-09-26,f,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45475634,-79.95967297
1497890897,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Marmaduke,Facility Improvement,5200,Completed,,Non-Asset,2017,2017-03-01,f,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48438837,-80.0431004
1833192417,SPORT FACILITY IMPROVEMENTS,ADA Bleachers for Dek Hockey - Marmaduke,Facility Improvement,39000,Completed,Marmaduke Park Dek Hockey Court,Court,2017,2017-03-01,f,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48449347,-80.04304878
132071348,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Paulson Playground,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-02,f,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.46851517,-79.89967363
1298882467,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Joe Natoli Playground,Facility Improvement,5200,Canceled,,Non-Asset,2017,2017-03-02,f,Morningside,7,10,42003101400,2,10,5,3-7,40.48431105,-79.92532359
658990937,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Kennard Park,Facility Improvement,5200,In Progress,,Non-Asset,2018,2018-09-26,f,Terrace Village,6,5,42003051000,3,5,2,2-10,40.4437307,-79.97329222
1836552447,SPORT FACILITY IMPROVEMENTS,Court Activation Button - Spring Hill Park,Facility Improvement,5200,Planned,,Non-Asset,2017,2017-03-02,f,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47024854,-79.99325153
221645687,SPORT FACILITY IMPROVEMENTS,Court Activation Button - East Hills,Facility Improvement,5200,In Progress,,Non-Asset,2018,2018-09-26,f,East Hills,9,13,42003130600,2,13,5,3-19,40.45361255,-79.87137732
141982731,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Kennard Park,Facility Improvement,77062.5,In Progress,Kennard Park Basketball Court 4,Court,2018,2018-09-26,f,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44362804,-79.97297452
1446706248,SPORT FACILITY IMPROVEMENTS,Court Renovation with Color Coat - Spring Hill Park,Facility Improvement,121000,Planned,Spring Hill Park Hockey Court 1,Court,2017,2017-03-02,f,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.47025695,-79.9931282
243930016,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Winters Park,Facility Improvement,26250,In Progress,Winters Park Basketball Court 1,Court,2018,2018-09-26,f,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42295968,-79.98143495
111785401,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Stratmore Park,Facility Improvement,55312.5,Canceled,Stratmore Park Basketball Court 1,Court,2017,2017-03-02,f,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43964836,-80.05618254
1549788813,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Vincennes Park,Facility Improvement,19125,In Progress,Vincennes Park Basketball Court 1,Court,2018,2018-09-26,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45120439,-79.96770468
850575494,SPORT FACILITY IMPROVEMENTS,,Facility Improvement,50000,Planned,Alton Concession Stand,Facility,2017,2017-03-02,f,Beechview,4,19,42003191600,5,19,6,4-28,40.41437232,-80.02177553
1082939755,AUDIBLE PEDESTRIAN AND TRAFFIC SIGNALS,Haberman/Warrington/Busway Intersection Signal Update Design and Construction,Engineering and Construction,25000,Canceled,,Non-Asset,2017,2017-03-02,f,Mount Washington,3,18,42003562400,5,18,3,4-16,40.42108072,-80.00245965
225411715,18TH STREET SIGNAL UPDATES (TIP),Preliminary Engineering,Engineering and Construction,52600,In Progress,,Non-Asset,2018,2018-02-08,f,South Side Slopes,3,17,42003160800,3,17,3,4-3,40.42239573,-79.97832514
1782220567,18TH STREET SIGNAL UPDATES (TIP),Preliminary Engineering,Engineering and Construction,210400,In Progress,,Non-Asset,2018,2018-02-08,f,South Side Slopes,3,17,42003160800,3,17,3,4-3,40.42254275,-79.97820176
856704340,BIKE INFRASTRUCTURE,Bike Lanes - Brighton Road,Engineering and Construction,70000,Planned,,Non-Asset,2017,2017-03-02,f,California-Kirkbride,6,25,42003220600,1,25,1,1-21,40.45610355,-80.01540399
1856775266,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)",Final Design,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-03-02,f,Bloomfield,7,8,42003080900,2,8,5,3-23,40.46475233,-79.94117118
1379514684,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)",Penn Avenue and Evaline Street,Engineering and Construction,400000,In Progress,,Non-Asset,2018,2018-02-08,f,Bloomfield,7,8,42003080900,2,8,5,3-23,40.46475642,-79.94117654
520868950,SMITHFIELD STREET (TIP),Smithfield Street - Forbes Avenue to 6th Avenue,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-03-02,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44144372,-79.99774433
2142286454,SMITHFIELD STREET (TIP),Smithfield Street - Forbes Avenue to 6th Avenue,Engineering and Construction,600000,Planned,,Non-Asset,2017,2017-03-02,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.4414478,-79.9977497
1270928541,STREET RESURFACING,Sampsonia Way Green Alley,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-03-02,f,Central Northside,1,25,42003250300,1,25,1,1-21,40.456984,-80.011381
1431663848,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Allegheny Circle Phase 2 (SMART),Engineering and Construction,735343,In Progress,,Non-Asset,2018,2018-02-08,f,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45244494,-80.00557134
2109039920,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Allegheny Circle Phase 2 (SMART),Engineering and Construction,741196,In Progress,,Non-Asset,2018,2018-02-08,f,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45244902,-80.0055767
714423902,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Broadway Avenue Complete Streets Streetscape Improvements - Design,Engineering and Construction,150000,In Progress,,Non-Asset,2018,2018-02-08,f,Beechview,2,20,42003192000,5,20,6,4-28,40.40651309,-80.02824245
869288104,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Haberman/Warrington/Busway Intersection Crosswalks and Signage,Engineering and Construction,15000,Canceled,,Non-Asset,2017,2017-03-02,f,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42106172,-80.00242376
1005385149,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Lowrie Street,Engineering and Construction,80000,Completed,,Non-Asset,2017,2017-03-02,f,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46448031,-79.98211894
1416406457,STREETSCAPE AND INTERSECTION RECONSTRUCTION,SS Neighborhood Street (SMART),Engineering and Construction,149857,In Progress,,Non-Asset,2018,2018-02-08,f,South Side Flats,3,17,42003170200,3,17,3,4-24,40.4299465,-79.98192829
979007814,STREETSCAPE AND INTERSECTION RECONSTRUCTION,SS Neighborhood Street (SMART),Engineering and Construction,599426,In Progress,,Non-Asset,2018,2018-02-08,f,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42995058,-79.98193366
10706957,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Trelona Way Reconstruction,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-03-02,f,Brookline,4,19,42003191800,5,19,6,4-26,40.39361083,-80.0206433
435407467,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Jefferson Park,Facility Improvement,19687.5,In Progress,Jefferson Park Basketball Court 1,Court,2018,2018-09-26,f,Central Northside,6,25,42003250300,1,25,1,1-21,40.45896625,-80.01454525
938797441,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Jefferson Park,Facility Improvement,19687.5,In Progress,Jefferson Park Basketball Court 2,Court,2018,2018-09-26,f,Central Northside,6,25,42003250300,1,25,1,1-21,40.45899744,-80.0143726
2128765013,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - McKinley Park,Facility Improvement,22687.5,In Progress,McKinley Park Tennis Court 3,Court,2018,2018-09-26,f,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41227564,-80.00119159
806581670,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - McKinley Park,Facility Improvement,22687.5,In Progress,McKinley Park Tennis Court 4,Court,2018,2018-09-26,f,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.4122481,-80.00098522
1175169281,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Arlington Park,Facility Improvement,38250,Canceled,Arlington Park Basketball Court 1,Court,2017,2017-03-07,f,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41798058,-79.97503222
108565470,SPORT FACILITY IMPROVEMENTS,Court Repair with ARMORÂ® Crack and Color Coating - Phillips Park,Facility Improvement,21750,In Progress,Phillips Park Tennis Court 1,Court,2018,2018-09-26,f,Carrick,4,29,42003290400,3,29,3,4-23,40.38844551,-79.98980977
